"site","date","pm2.5"
"chullora","09/02/2013",9.5
"liverpool","09/02/2013",8.7
"earlwood","09/02/2013",8.1
"richmond","09/02/2013",11.6
"liverpool","10/02/2013",10.6
"earlwood","10/02/2013",9.9
"richmond","10/02/2013",10
"chullora","10/02/2013",11.2
"earlwood","11/02/2013",5.9
"liverpool","11/02/2013",6.9
"richmond","11/02/2013",5.2
"chullora","11/02/2013",6.3
"liverpool","12/02/2013",4.1
"earlwood","12/02/2013",2.7
"richmond","12/02/2013",4.1
"chullora","12/02/2013",3.9
"richmond","13/02/2013",3.6
"liverpool","13/02/2013",3.4
"chullora","13/02/2013",4.2
"earlwood","13/02/2013",2.5
"liverpool","14/02/2013",6.2
"earlwood","14/02/2013",4.8
"richmond","14/02/2013",3.6
"chullora","14/02/2013",5.5
"earlwood","15/02/2013",2.3
"liverpool","15/02/2013",5
"richmond","15/02/2013",2.8
"chullora","15/02/2013",4.7
"liverpool","16/02/2013",5.1
"richmond","16/02/2013",3.2
"chullora","16/02/2013",4.1
"earlwood","16/02/2013",3.5
"richmond","17/02/2013",3.2
"chullora","17/02/2013",4.1
"earlwood","17/02/2013",3.7
"liverpool","17/02/2013",4.4
"liverpool","18/02/2013",7
"earlwood","18/02/2013",5.2
"richmond","18/02/2013",3.3
"chullora","18/02/2013",6
"liverpool","19/02/2013",5.6
"richmond","19/02/2013",4.5
"earlwood","19/02/2013",4.5
"chullora","19/02/2013",6.7
"earlwood","20/02/2013",5.5
"chullora","20/02/2013",7.6
"liverpool","20/02/2013",4.8
"richmond","20/02/2013",NA
"liverpool","21/02/2013",5.1
"earlwood","21/02/2013",4.9
"chullora","21/02/2013",7.1
"richmond","21/02/2013",4.3
"liverpool","22/02/2013",8.8
"earlwood","22/02/2013",7.9
"chullora","22/02/2013",9.6
"richmond","22/02/2013",7.5
"liverpool","23/02/2013",5
"richmond","23/02/2013",5.2
"earlwood","23/02/2013",7.7
"chullora","23/02/2013",6.8
"richmond","24/02/2013",6.2
"liverpool","24/02/2013",9.6
"earlwood","24/02/2013",9.5
"chullora","24/02/2013",9.1
"chullora","25/02/2013",9.4
"liverpool","25/02/2013",NA
"earlwood","25/02/2013",8.6
"richmond","25/02/2013",7.9
"liverpool","26/02/2013",8.6
"richmond","26/02/2013",7.8
"chullora","26/02/2013",9.1
"earlwood","26/02/2013",9.5
"chullora","27/02/2013",8.8
"liverpool","27/02/2013",8.6
"richmond","27/02/2013",5.3
"earlwood","27/02/2013",7.9
"chullora","28/02/2013",7.2
"earlwood","28/02/2013",5.6
"liverpool","28/02/2013",7
"richmond","28/02/2013",4.8
"richmond","01/03/2013",2.6
"liverpool","01/03/2013",4.4
"chullora","01/03/2013",5.9
"earlwood","01/03/2013",4.3
"earlwood","02/03/2013",3.9
"richmond","02/03/2013",3.1
"chullora","02/03/2013",3.8
"liverpool","02/03/2013",3.9
"earlwood","03/03/2013",4.8
"liverpool","03/03/2013",2.9
"richmond","03/03/2013",4.3
"chullora","03/03/2013",4.6
"earlwood","04/03/2013",3.6
"chullora","04/03/2013",4.4
"richmond","04/03/2013",2.4
"liverpool","04/03/2013",3.7
"liverpool","05/03/2013",4.6
"earlwood","05/03/2013",3.5
"chullora","05/03/2013",4.2
"richmond","05/03/2013",2
"earlwood","06/03/2013",4.4
"richmond","06/03/2013",2.8
"liverpool","06/03/2013",5.4
"chullora","06/03/2013",5.2
"liverpool","07/03/2013",6.9
"earlwood","07/03/2013",5.9
"chullora","07/03/2013",7.6
"richmond","07/03/2013",6.1
"richmond","08/03/2013",3.9
"liverpool","08/03/2013",5.3
"chullora","08/03/2013",7.2
"earlwood","08/03/2013",3.8
"liverpool","09/03/2013",4.7
"richmond","09/03/2013",2.7
"chullora","09/03/2013",4.8
"earlwood","09/03/2013",2.6
"richmond","10/03/2013",3.7
"chullora","10/03/2013",3.1
"earlwood","10/03/2013",3.8
"liverpool","10/03/2013",4.1
"chullora","11/03/2013",4.7
"liverpool","11/03/2013",5.8
"richmond","11/03/2013",5.4
"earlwood","11/03/2013",3.1
"liverpool","12/03/2013",6.6
"earlwood","12/03/2013",6.8
"richmond","12/03/2013",3.6
"chullora","12/03/2013",7.3
"liverpool","13/03/2013",7.9
"chullora","13/03/2013",7.7
"earlwood","13/03/2013",6.4
"richmond","13/03/2013",4.3
"earlwood","14/03/2013",9.9
"richmond","14/03/2013",10.3
"liverpool","14/03/2013",9.7
"chullora","14/03/2013",9.6
"richmond","15/03/2013",5.6
"earlwood","15/03/2013",6
"liverpool","15/03/2013",6.3
"chullora","15/03/2013",6.8
"earlwood","16/03/2013",7.4
"liverpool","16/03/2013",9
"richmond","16/03/2013",7.5
"chullora","16/03/2013",9.1
"liverpool","17/03/2013",NA
"richmond","17/03/2013",3.8
"earlwood","17/03/2013",5.6
"chullora","17/03/2013",7.7
"richmond","18/03/2013",3.9
"chullora","18/03/2013",5.6
"earlwood","18/03/2013",4.2
"liverpool","18/03/2013",NA
"liverpool","19/03/2013",NA
"chullora","19/03/2013",6.1
"richmond","19/03/2013",3.9
"earlwood","19/03/2013",4.9
"earlwood","20/03/2013",4.3
"richmond","20/03/2013",4.4
"chullora","20/03/2013",5.7
"liverpool","20/03/2013",NA
"earlwood","21/03/2013",4.3
"liverpool","21/03/2013",NA
"richmond","21/03/2013",3
"chullora","21/03/2013",7.2
"liverpool","22/03/2013",6.1
"richmond","22/03/2013",3.6
"chullora","22/03/2013",7.2
"earlwood","22/03/2013",4.3
"earlwood","23/03/2013",7.1
"liverpool","23/03/2013",7.7
"richmond","23/03/2013",5.9
"chullora","23/03/2013",7.3
"liverpool","24/03/2013",10.7
"richmond","24/03/2013",8
"chullora","24/03/2013",11.6
"earlwood","24/03/2013",11.1
"liverpool","25/03/2013",9.6
"earlwood","25/03/2013",14.7
"chullora","25/03/2013",10.9
"richmond","25/03/2013",8.2
"richmond","26/03/2013",9.9
"liverpool","26/03/2013",10.9
"chullora","26/03/2013",13.1
"earlwood","26/03/2013",11
"chullora","27/03/2013",11.5
"liverpool","27/03/2013",12.5
"earlwood","27/03/2013",8.7
"richmond","27/03/2013",12.1
"richmond","28/03/2013",16.5
"liverpool","28/03/2013",14.5
"chullora","28/03/2013",12.6
"earlwood","28/03/2013",9.9
"chullora","29/03/2013",6.6
"richmond","29/03/2013",6.1
"liverpool","29/03/2013",6
"earlwood","29/03/2013",5.3
"earlwood","30/03/2013",5.5
"liverpool","30/03/2013",6
"chullora","30/03/2013",6.7
"richmond","30/03/2013",5.3
"richmond","31/03/2013",7.4
"liverpool","31/03/2013",8
"chullora","31/03/2013",9
"earlwood","31/03/2013",7
"earlwood","01/04/2013",3.3
"liverpool","01/04/2013",4.5
"chullora","01/04/2013",4.3
"richmond","01/04/2013",4.8
"liverpool","02/04/2013",9.6
"earlwood","02/04/2013",7.4
"richmond","02/04/2013",5.5
"chullora","02/04/2013",8.9
"liverpool","03/04/2013",10.3
"chullora","03/04/2013",6.8
"richmond","03/04/2013",6.6
"earlwood","03/04/2013",6.6
"richmond","04/04/2013",2.8
"liverpool","04/04/2013",4.9
"earlwood","04/04/2013",4.1
"chullora","04/04/2013",4
"chullora","05/04/2013",5.9
"liverpool","05/04/2013",4.9
"earlwood","05/04/2013",4.6
"richmond","05/04/2013",2.6
"richmond","06/04/2013",4.4
"chullora","06/04/2013",5.3
"earlwood","06/04/2013",5.4
"liverpool","06/04/2013",6.7
"chullora","07/04/2013",6.1
"liverpool","07/04/2013",6.5
"earlwood","07/04/2013",6.1
"richmond","07/04/2013",4.4
"earlwood","08/04/2013",8.8
"liverpool","08/04/2013",8.2
"richmond","08/04/2013",6.7
"chullora","08/04/2013",10.2
"liverpool","09/04/2013",8.9
"richmond","09/04/2013",5.2
"chullora","09/04/2013",6.3
"earlwood","09/04/2013",7.5
"earlwood","10/04/2013",6.6
"liverpool","10/04/2013",7.5
"richmond","10/04/2013",NA
"chullora","10/04/2013",6
"chullora","11/04/2013",8.7
"liverpool","11/04/2013",9.9
"earlwood","11/04/2013",7.3
"richmond","11/04/2013",5.3
"richmond","12/04/2013",5.8
"liverpool","12/04/2013",10
"earlwood","12/04/2013",7.9
"chullora","12/04/2013",7.7
"liverpool","13/04/2013",9.6
"chullora","13/04/2013",6.2
"richmond","13/04/2013",6
"earlwood","13/04/2013",6.9
"liverpool","14/04/2013",10
"earlwood","14/04/2013",9.4
"richmond","14/04/2013",6.9
"chullora","14/04/2013",10.8
"richmond","15/04/2013",13.9
"earlwood","15/04/2013",12.2
"chullora","15/04/2013",15.7
"liverpool","15/04/2013",16
"liverpool","16/04/2013",8.7
"chullora","16/04/2013",6.8
"richmond","16/04/2013",4.9
"earlwood","16/04/2013",4.7
"chullora","17/04/2013",4.8
"liverpool","17/04/2013",5.4
"richmond","17/04/2013",4.6
"earlwood","17/04/2013",5.8
"chullora","18/04/2013",7.3
"liverpool","18/04/2013",6.4
"earlwood","18/04/2013",6.5
"richmond","18/04/2013",5.1
"liverpool","19/04/2013",7.5
"earlwood","19/04/2013",7.7
"chullora","19/04/2013",8
"richmond","19/04/2013",3.9
"chullora","20/04/2013",4.2
"richmond","20/04/2013",2.6
"liverpool","20/04/2013",NA
"earlwood","20/04/2013",3.6
"earlwood","21/04/2013",5
"chullora","21/04/2013",3.5
"liverpool","21/04/2013",5.1
"richmond","21/04/2013",2.6
"chullora","22/04/2013",9.3
"liverpool","22/04/2013",8.5
"earlwood","22/04/2013",9.1
"richmond","22/04/2013",4.8
"chullora","23/04/2013",7.8
"liverpool","23/04/2013",8.2
"earlwood","23/04/2013",6.8
"richmond","23/04/2013",3.9
"earlwood","24/04/2013",9
"richmond","24/04/2013",5.9
"liverpool","24/04/2013",9.4
"chullora","24/04/2013",8.1
"richmond","25/04/2013",9.9
"earlwood","25/04/2013",10
"chullora","25/04/2013",10.4
"liverpool","25/04/2013",11.9
"earlwood","26/04/2013",9
"chullora","26/04/2013",9.6
"richmond","26/04/2013",7.9
"liverpool","26/04/2013",12.3
"chullora","27/04/2013",12.2
"earlwood","27/04/2013",12.8
"liverpool","27/04/2013",11.4
"richmond","27/04/2013",11.2
"chullora","28/04/2013",20.7
"liverpool","28/04/2013",27
"earlwood","28/04/2013",20.4
"richmond","28/04/2013",11.1
"richmond","29/04/2013",10.7
"liverpool","29/04/2013",18.1
"chullora","29/04/2013",13.6
"earlwood","29/04/2013",10.8
"richmond","30/04/2013",8.6
"chullora","30/04/2013",9.1
"earlwood","30/04/2013",6.1
"liverpool","30/04/2013",NA
"liverpool","01/05/2013",13.7
"earlwood","01/05/2013",13.9
"richmond","01/05/2013",10.1
"chullora","01/05/2013",13.5
"richmond","02/05/2013",7.5
"liverpool","02/05/2013",11.4
"earlwood","02/05/2013",8.6
"chullora","02/05/2013",9.9
"earlwood","03/05/2013",6.8
"chullora","03/05/2013",8.4
"liverpool","03/05/2013",9.2
"richmond","03/05/2013",5.8
"richmond","04/05/2013",9.9
"liverpool","04/05/2013",16
"chullora","04/05/2013",12.4
"earlwood","04/05/2013",13.6
"richmond","05/05/2013",7.3
"earlwood","05/05/2013",5.5
"liverpool","05/05/2013",8
"chullora","05/05/2013",6.2
"chullora","06/05/2013",5.2
"liverpool","06/05/2013",4.6
"richmond","06/05/2013",6
"earlwood","06/05/2013",4.8
"chullora","07/05/2013",6.2
"liverpool","07/05/2013",5.1
"richmond","07/05/2013",4.8
"earlwood","07/05/2013",5.1
"earlwood","08/05/2013",NA
"richmond","08/05/2013",4.2
"chullora","08/05/2013",8.1
"liverpool","08/05/2013",8
"earlwood","09/05/2013",NA
"chullora","09/05/2013",13.5
"richmond","09/05/2013",7.1
"liverpool","09/05/2013",11.7
"richmond","10/05/2013",17.8
"liverpool","10/05/2013",11.8
"chullora","10/05/2013",13.8
"earlwood","10/05/2013",NA
"liverpool","11/05/2013",12.8
"earlwood","11/05/2013",11.8
"chullora","11/05/2013",13
"richmond","11/05/2013",36
"chullora","12/05/2013",9.4
"liverpool","12/05/2013",NA
"richmond","12/05/2013",18.8
"earlwood","12/05/2013",12
"richmond","13/05/2013",10.3
"liverpool","13/05/2013",NA
"earlwood","13/05/2013",8.6
"chullora","13/05/2013",10.5
"liverpool","14/05/2013",10.7
"earlwood","14/05/2013",NA
"richmond","14/05/2013",5.6
"chullora","14/05/2013",9.4
"earlwood","15/05/2013",NA
"liverpool","15/05/2013",6.8
"richmond","15/05/2013",5.2
"chullora","15/05/2013",5.4
"richmond","16/05/2013",2.4
"earlwood","16/05/2013",NA
"liverpool","16/05/2013",6.9
"chullora","16/05/2013",3.1
"earlwood","17/05/2013",NA
"liverpool","17/05/2013",4.9
"chullora","17/05/2013",5.7
"richmond","17/05/2013",3.6
"liverpool","18/05/2013",6.5
"richmond","18/05/2013",8.3
"chullora","18/05/2013",5.7
"earlwood","18/05/2013",NA
"liverpool","19/05/2013",9.7
"richmond","19/05/2013",10.5
"earlwood","19/05/2013",NA
"chullora","19/05/2013",6.9
"earlwood","20/05/2013",NA
"richmond","20/05/2013",10.1
"liverpool","20/05/2013",7.2
"chullora","20/05/2013",8.6
"liverpool","21/05/2013",12.4
"richmond","21/05/2013",7.6
"chullora","21/05/2013",12.4
"earlwood","21/05/2013",NA
"chullora","22/05/2013",9.5
"earlwood","22/05/2013",NA
"liverpool","22/05/2013",10.1
"richmond","22/05/2013",10.4
"earlwood","23/05/2013",NA
"chullora","23/05/2013",4.6
"liverpool","23/05/2013",3.7
"richmond","23/05/2013",3.7
"earlwood","24/05/2013",NA
"richmond","24/05/2013",2.8
"liverpool","24/05/2013",4.9
"chullora","24/05/2013",4
"chullora","25/05/2013",7.2
"liverpool","25/05/2013",12.8
"earlwood","25/05/2013",NA
"richmond","25/05/2013",4.9
"liverpool","26/05/2013",18
"richmond","26/05/2013",11.5
"earlwood","26/05/2013",NA
"chullora","26/05/2013",14.7
"chullora","27/05/2013",6.7
"liverpool","27/05/2013",8.1
"earlwood","27/05/2013",NA
"richmond","27/05/2013",8.9
"richmond","28/05/2013",5.3
"liverpool","28/05/2013",7.9
"earlwood","28/05/2013",NA
"chullora","28/05/2013",7.5
"liverpool","29/05/2013",13.8
"richmond","29/05/2013",6.3
"earlwood","29/05/2013",NA
"chullora","29/05/2013",12.4
"chullora","30/05/2013",13.6
"richmond","30/05/2013",6.8
"liverpool","30/05/2013",16.7
"earlwood","30/05/2013",NA
"liverpool","31/05/2013",17.4
"richmond","31/05/2013",7.4
"chullora","31/05/2013",12
"earlwood","31/05/2013",NA
"richmond","01/06/2013",5.3
"chullora","01/06/2013",7.5
"liverpool","01/06/2013",10.6
"earlwood","01/06/2013",NA
"liverpool","02/06/2013",8.4
"chullora","02/06/2013",4.4
"richmond","02/06/2013",4.5
"earlwood","02/06/2013",NA
"chullora","03/06/2013",7.8
"liverpool","03/06/2013",10.3
"richmond","03/06/2013",2.3
"earlwood","03/06/2013",NA
"chullora","04/06/2013",9.2
"richmond","04/06/2013",6.6
"liverpool","04/06/2013",11.4
"earlwood","04/06/2013",NA
"chullora","05/06/2013",NA
"richmond","05/06/2013",9.6
"liverpool","05/06/2013",15.8
"earlwood","05/06/2013",NA
"liverpool","06/06/2013",14.5
"chullora","06/06/2013",10.7
"earlwood","06/06/2013",NA
"richmond","06/06/2013",9.1
"richmond","07/06/2013",5.8
"liverpool","07/06/2013",10.8
"earlwood","07/06/2013",6.9
"chullora","07/06/2013",6.2
"liverpool","08/06/2013",8.1
"earlwood","08/06/2013",6.7
"richmond","08/06/2013",6.9
"chullora","08/06/2013",6.7
"richmond","09/06/2013",16
"liverpool","09/06/2013",16.9
"earlwood","09/06/2013",12.7
"chullora","09/06/2013",11.1
"richmond","10/06/2013",24.6
"liverpool","10/06/2013",22.2
"chullora","10/06/2013",16.7
"earlwood","10/06/2013",19.5
"liverpool","11/06/2013",18.8
"earlwood","11/06/2013",12.1
"richmond","11/06/2013",10.6
"chullora","11/06/2013",13.7
"earlwood","12/06/2013",19.7
"liverpool","12/06/2013",12.6
"chullora","12/06/2013",14.6
"richmond","12/06/2013",11.6
"liverpool","13/06/2013",7.9
"earlwood","13/06/2013",5.7
"chullora","13/06/2013",5.8
"richmond","13/06/2013",4.8
"richmond","14/06/2013",1.7
"liverpool","14/06/2013",5.3
"earlwood","14/06/2013",2.9
"chullora","14/06/2013",3.9
"richmond","15/06/2013",1.6
"liverpool","15/06/2013",6.1
"earlwood","15/06/2013",4.2
"chullora","15/06/2013",3.6
"richmond","16/06/2013",4.6
"chullora","16/06/2013",4.5
"liverpool","16/06/2013",9
"earlwood","16/06/2013",5
"richmond","17/06/2013",11.8
"chullora","17/06/2013",6.4
"earlwood","17/06/2013",5.3
"liverpool","17/06/2013",11.1
"earlwood","18/06/2013",5.3
"liverpool","18/06/2013",8.3
"chullora","18/06/2013",5.3
"richmond","18/06/2013",13.5
"liverpool","19/06/2013",6.8
"earlwood","19/06/2013",3.7
"richmond","19/06/2013",6.1
"chullora","19/06/2013",6.9
"liverpool","20/06/2013",6.5
"chullora","20/06/2013",5.9
"richmond","20/06/2013",6.3
"earlwood","20/06/2013",4.3
"richmond","21/06/2013",8.7
"chullora","21/06/2013",7.8
"earlwood","21/06/2013",5.9
"liverpool","21/06/2013",11.1
"earlwood","22/06/2013",7
"liverpool","22/06/2013",8.6
"chullora","22/06/2013",7
"richmond","22/06/2013",9.3
"liverpool","23/06/2013",3.2
"richmond","23/06/2013",5.9
"earlwood","23/06/2013",3.6
"chullora","23/06/2013",4.1
"liverpool","24/06/2013",3.5
"chullora","24/06/2013",3.6
"richmond","24/06/2013",3.8
"earlwood","24/06/2013",4.6
"liverpool","25/06/2013",3.4
"richmond","25/06/2013",NA
"chullora","25/06/2013",5.4
"earlwood","25/06/2013",5.7
"liverpool","26/06/2013",5.4
"chullora","26/06/2013",6.4
"earlwood","26/06/2013",6.1
"richmond","26/06/2013",2.2
"richmond","27/06/2013",6.7
"chullora","27/06/2013",8.8
"earlwood","27/06/2013",6.4
"liverpool","27/06/2013",6.2
"liverpool","28/06/2013",6.3
"richmond","28/06/2013",13.1
"chullora","28/06/2013",8.5
"earlwood","28/06/2013",9.3
"chullora","29/06/2013",3.7
"richmond","29/06/2013",14.5
"earlwood","29/06/2013",4
"liverpool","29/06/2013",6.4
"liverpool","30/06/2013",7.5
"earlwood","30/06/2013",5.3
"chullora","30/06/2013",4.9
"richmond","30/06/2013",8.6
"liverpool","01/07/2013",14.9
"richmond","01/07/2013",7.7
"earlwood","01/07/2013",8.6
"chullora","01/07/2013",9.8
"richmond","02/07/2013",10.8
"earlwood","02/07/2013",8.4
"chullora","02/07/2013",9.5
"liverpool","02/07/2013",14.7
"liverpool","03/07/2013",17.9
"chullora","03/07/2013",11.4
"earlwood","03/07/2013",11.2
"richmond","03/07/2013",14.6
"chullora","04/07/2013",11.2
"richmond","04/07/2013",9.4
"liverpool","04/07/2013",14.9
"earlwood","04/07/2013",11
"chullora","05/07/2013",7.8
"liverpool","05/07/2013",12.1
"earlwood","05/07/2013",5.3
"richmond","05/07/2013",11.4
"earlwood","06/07/2013",6.2
"richmond","06/07/2013",NA
"chullora","06/07/2013",7.6
"liverpool","06/07/2013",11.7
"liverpool","07/07/2013",19.7
"chullora","07/07/2013",7.7
"richmond","07/07/2013",NA
"earlwood","07/07/2013",11.1
"earlwood","08/07/2013",14.4
"liverpool","08/07/2013",16.9
"chullora","08/07/2013",13.6
"richmond","08/07/2013",NA
"liverpool","09/07/2013",6.9
"earlwood","09/07/2013",8.8
"chullora","09/07/2013",6.3
"richmond","09/07/2013",NA
"chullora","10/07/2013",8.9
"liverpool","10/07/2013",12
"richmond","10/07/2013",NA
"earlwood","10/07/2013",11.5
"earlwood","11/07/2013",16.8
"liverpool","11/07/2013",18.6
"richmond","11/07/2013",12.1
"chullora","11/07/2013",14
"liverpool","12/07/2013",21.3
"chullora","12/07/2013",18.5
"richmond","12/07/2013",14.9
"earlwood","12/07/2013",20.8
"chullora","13/07/2013",19.8
"liverpool","13/07/2013",22.2
"earlwood","13/07/2013",21.6
"richmond","13/07/2013",17.1
"liverpool","14/07/2013",18.7
"richmond","14/07/2013",21.2
"chullora","14/07/2013",16
"earlwood","14/07/2013",22.8
"liverpool","15/07/2013",20.4
"earlwood","15/07/2013",12.6
"chullora","15/07/2013",14.8
"richmond","15/07/2013",16.4
"richmond","16/07/2013",12.3
"liverpool","16/07/2013",NA
"earlwood","16/07/2013",18.1
"chullora","16/07/2013",13.1
"richmond","17/07/2013",6.2
"liverpool","17/07/2013",15.9
"chullora","17/07/2013",10.9
"earlwood","17/07/2013",10.8
"chullora","18/07/2013",10.7
"liverpool","18/07/2013",14.4
"earlwood","18/07/2013",10.4
"richmond","18/07/2013",8.2
"richmond","19/07/2013",3.6
"liverpool","19/07/2013",9.1
"earlwood","19/07/2013",5.8
"chullora","19/07/2013",7.2
"liverpool","20/07/2013",8.7
"chullora","20/07/2013",4.5
"earlwood","20/07/2013",3.4
"richmond","20/07/2013",4
"richmond","21/07/2013",1.9
"liverpool","21/07/2013",5.7
"chullora","21/07/2013",4.3
"earlwood","21/07/2013",4.4
"chullora","22/07/2013",7.2
"liverpool","22/07/2013",10
"richmond","22/07/2013",NA
"earlwood","22/07/2013",6.2
"liverpool","23/07/2013",14.1
"richmond","23/07/2013",1.5
"earlwood","23/07/2013",5.6
"chullora","23/07/2013",6.6
"richmond","24/07/2013",3.7
"liverpool","24/07/2013",8.3
"earlwood","24/07/2013",6.7
"chullora","24/07/2013",6.3
"chullora","25/07/2013",9.2
"richmond","25/07/2013",12.4
"liverpool","25/07/2013",17.8
"earlwood","25/07/2013",10.2
"liverpool","26/07/2013",21.6
"earlwood","26/07/2013",14.2
"richmond","26/07/2013",14.8
"chullora","26/07/2013",14.9
"liverpool","27/07/2013",13.5
"richmond","27/07/2013",13.5
"earlwood","27/07/2013",14
"chullora","27/07/2013",11
"liverpool","28/07/2013",21.8
"chullora","28/07/2013",16.7
"richmond","28/07/2013",22.7
"earlwood","28/07/2013",19.9
"liverpool","29/07/2013",16.9
"richmond","29/07/2013",10.6
"chullora","29/07/2013",12.7
"earlwood","29/07/2013",12.1
"earlwood","30/07/2013",6.9
"richmond","30/07/2013",9.5
"liverpool","30/07/2013",13.3
"chullora","30/07/2013",9.9
"liverpool","31/07/2013",8.3
"richmond","31/07/2013",4.8
"earlwood","31/07/2013",5.8
"chullora","31/07/2013",4.8
"richmond","01/08/2013",7.8
"liverpool","01/08/2013",12.8
"chullora","01/08/2013",8.1
"earlwood","01/08/2013",8.8
"richmond","02/08/2013",10.3
"earlwood","02/08/2013",16.3
"liverpool","02/08/2013",12.4
"chullora","02/08/2013",11.1
"liverpool","03/08/2013",NA
"richmond","03/08/2013",3.3
"earlwood","03/08/2013",6.4
"chullora","03/08/2013",4.6
"liverpool","04/08/2013",NA
"chullora","04/08/2013",6.8
"earlwood","04/08/2013",7.1
"richmond","04/08/2013",4.4
"richmond","05/08/2013",5.7
"liverpool","05/08/2013",NA
"chullora","05/08/2013",6.8
"earlwood","05/08/2013",8.4
"richmond","06/08/2013",4
"liverpool","06/08/2013",6.5
"chullora","06/08/2013",5.3
"earlwood","06/08/2013",NA
"liverpool","07/08/2013",NA
"earlwood","07/08/2013",NA
"richmond","07/08/2013",3.6
"chullora","07/08/2013",5.4
"earlwood","08/08/2013",NA
"liverpool","08/08/2013",8.4
"richmond","08/08/2013",4.8
"chullora","08/08/2013",7.3
"richmond","09/08/2013",5.4
"earlwood","09/08/2013",NA
"chullora","09/08/2013",7.6
"liverpool","09/08/2013",10.1
"earlwood","10/08/2013",10.1
"richmond","10/08/2013",5.3
"chullora","10/08/2013",8.8
"liverpool","10/08/2013",11.8
"liverpool","11/08/2013",10.6
"earlwood","11/08/2013",8.8
"richmond","11/08/2013",7.6
"chullora","11/08/2013",6.5
"chullora","12/08/2013",8.8
"liverpool","12/08/2013",11
"earlwood","12/08/2013",8.8
"richmond","12/08/2013",4.9
"liverpool","13/08/2013",6.6
"chullora","13/08/2013",5.3
"richmond","13/08/2013",4.4
"earlwood","13/08/2013",7
"earlwood","14/08/2013",3.5
"liverpool","14/08/2013",5.2
"chullora","14/08/2013",5.3
"richmond","14/08/2013",3.8
"earlwood","15/08/2013",6.6
"liverpool","15/08/2013",11.2
"chullora","15/08/2013",8.7
"richmond","15/08/2013",4.8
"earlwood","16/08/2013",9.3
"liverpool","16/08/2013",10.9
"chullora","16/08/2013",7.9
"richmond","16/08/2013",9.2
"earlwood","17/08/2013",7.8
"richmond","17/08/2013",6.5
"chullora","17/08/2013",11.4
"liverpool","17/08/2013",14.7
"earlwood","18/08/2013",6.2
"liverpool","18/08/2013",4.5
"richmond","18/08/2013",2.8
"chullora","18/08/2013",4.2
"liverpool","19/08/2013",4.2
"richmond","19/08/2013",2.1
"chullora","19/08/2013",4.8
"earlwood","19/08/2013",4.1
"earlwood","20/08/2013",2.3
"liverpool","20/08/2013",NA
"richmond","20/08/2013",2.3
"chullora","20/08/2013",4.4
"liverpool","21/08/2013",7.1
"chullora","21/08/2013",3.5
"earlwood","21/08/2013",4.5
"richmond","21/08/2013",3.3
"liverpool","22/08/2013",10.3
"chullora","22/08/2013",5.1
"richmond","22/08/2013",3.7
"earlwood","22/08/2013",4.2
"chullora","23/08/2013",4.2
"earlwood","23/08/2013",3.3
"richmond","23/08/2013",2.1
"liverpool","23/08/2013",3.7
"liverpool","24/08/2013",5.1
"chullora","24/08/2013",4.7
"richmond","24/08/2013",7
"earlwood","24/08/2013",4.9
"liverpool","25/08/2013",17.7
"earlwood","25/08/2013",18.3
"richmond","25/08/2013",36.6
"chullora","25/08/2013",16.8
"chullora","26/08/2013",6.9
"richmond","26/08/2013",12.8
"earlwood","26/08/2013",8
"liverpool","26/08/2013",8.2
"richmond","27/08/2013",13.8
"liverpool","27/08/2013",11.7
"earlwood","27/08/2013",10.7
"chullora","27/08/2013",10.9
"liverpool","28/08/2013",13.5
"chullora","28/08/2013",12
"earlwood","28/08/2013",10.6
"richmond","28/08/2013",9.2
"richmond","29/08/2013",10.9
"liverpool","29/08/2013",12
"chullora","29/08/2013",13.1
"earlwood","29/08/2013",12.4
"liverpool","30/08/2013",17
"earlwood","30/08/2013",15.1
"chullora","30/08/2013",14.9
"richmond","30/08/2013",12.4
"earlwood","31/08/2013",7.3
"liverpool","31/08/2013",8.6
"richmond","31/08/2013",7.4
"chullora","31/08/2013",4.8
"liverpool","01/09/2013",14.1
"chullora","01/09/2013",12.8
"earlwood","01/09/2013",13.9
"richmond","01/09/2013",32.7
"liverpool","02/09/2013",13.5
"earlwood","02/09/2013",10.8
"richmond","02/09/2013",19.5
"chullora","02/09/2013",11.4
"liverpool","03/09/2013",10.7
"earlwood","03/09/2013",7.4
"richmond","03/09/2013",24.2
"chullora","03/09/2013",8.9
"richmond","04/09/2013",18.2
"chullora","04/09/2013",9.3
"earlwood","04/09/2013",8.8
"liverpool","04/09/2013",14.5
"richmond","05/09/2013",58.4
"earlwood","05/09/2013",12.7
"chullora","05/09/2013",14.5
"liverpool","05/09/2013",NA
"liverpool","06/09/2013",13
"richmond","06/09/2013",25.6
"chullora","06/09/2013",12.4
"earlwood","06/09/2013",13.5
"earlwood","07/09/2013",13.5
"liverpool","07/09/2013",16.9
"richmond","07/09/2013",14.4
"chullora","07/09/2013",14.2
"chullora","08/09/2013",5.9
"liverpool","08/09/2013",6.6
"richmond","08/09/2013",8.2
"earlwood","08/09/2013",4.9
"richmond","09/09/2013",9.1
"liverpool","09/09/2013",12.2
"earlwood","09/09/2013",10.9
"chullora","09/09/2013",12.6
"chullora","10/09/2013",13.4
"liverpool","10/09/2013",12.2
"richmond","10/09/2013",NA
"earlwood","10/09/2013",9.8
"richmond","11/09/2013",NA
"chullora","11/09/2013",5.2
